"ClientId";"DataExtracao";"Score_Credito";"Estado";"Gênero";"Idade";"Tempo_Cliente";"Limite_Credito_Mercado";"Qte_Categorias";"Usa_Cartao_Credito";"Programa_Fidelidade";"Sum_Pedidos_Acumulados";"DataUltimaTransacao";"Churn"
"345.609";"2019-06-30";"465";"São Paulo";"Feminino";"51";"8";"1.225,2232";"1";"0";"0";"755,406875";"2019-09-24";"1"
"345.610";"2019-06-30";"556";"São Paulo";"Feminino";"61";"2";"1.174,1935";"1";"1";"1";"392,307625";"2019-10-13";"0"
"345.611";"2019-06-30";"834";"São Paulo";"Feminino";"49";"2";"1.313,9456";"1";"0";"0";"809,8573333333";"2019-09-29";"1"
"345.612";"2019-06-30";"660";"Rio de Janeiro";"Feminino";"61";"5";"1.559,3111";"1";"1";"1";"659,7432916667";"2019-10-16";"0"
"345.613";"2019-06-30";"776";"Minas Gerais";"Feminino";"32";"4";"1.094,2113";"2";"1";"1";"527,1560833333";"2019-10-11";"0"
"345.614";"2019-06-30";"829";"Minas Gerais";"Feminino";"27";"9";"1.120,4567";"1";"1";"1";"498,7842083333";"2019-08-07";"1"
"345.615";"2019-06-30";"637";"Minas Gerais";"Feminino";"39";"9";"1.378,438";"1";"1";"1";"490,095";"2019-09-03";"1"
"345.616";"2019-06-30";"550";"Minas Gerais";"Masculino";"38";"2";"1.033,9138";"1";"0";"1";"378,658875";"2019-10-14";"0"
"345.617";"2019-06-30";"776";"Minas Gerais";"Feminino";"37";"2";"1.037,6922";"2";"1";"0";"808,7463333333";"2019-10-13";"0"
"345.618";"2019-06-30";"698";"Minas Gerais";"Masculino";"44";"10";"1.163,6337";"2";"1";"0";"825,2465";"2019-10-24";"0"
"345.619";"2019-06-30";"585";"Minas Gerais";"Masculino";"36";"5";"1.460,5097";"2";"0";"0";"360,102375";"2019-10-24";"0"
"345.620";"2019-06-30";"788";"São Paulo";"Feminino";"33";"5";"0";"2";"0";"0";"487,409125";"2019-10-22";"0"
"345.621";"2019-06-30";"655";"Minas Gerais";"Masculino";"41";"8";"1.255,6197";"1";"0";"0";"683,5039166667";"2019-07-22";"1"
"345.622";"2019-06-30";"601";"Minas Gerais";"Masculino";"42";"1";"984,9572";"1";"1";"0";"166,7281666667";"2019-09-03";"1"
"345.623";"2019-06-30";"619";"São Paulo";"Masculino";"43";"1";"1.252,1192";"1";"1";"1";"472,5437083333";"2019-10-09";"0"
"345.624";"2019-06-30";"656";"São Paulo";"Masculino";"45";"5";"1.278,644";"1";"1";"0";"362,9482083333";"2019-10-06";"0"
"345.625";"2019-06-30";"725";"Minas Gerais";"Masculino";"19";"0";"758,882";"1";"0";"0";"190,0572916667";"2019-10-17";"0"
"345.626";"2019-06-30";"511";"Rio de Janeiro";"Feminino";"66";"4";"0";"1";"1";"0";"6,8462916667";"2019-07-29";"1"
"345.627";"2019-06-30";"614";"São Paulo";"Masculino";"51";"4";"406,8592";"1";"1";"1";"194,897";"2019-10-24";"0"
"345.628";"2019-06-30";"742";"Minas Gerais";"Masculino";"35";"5";"1.368,57";"1";"0";"0";"352,1232083333";"2019-10-17";"0"
"345.629";"2019-06-30";"687";"Minas Gerais";"Feminino";"27";"9";"1.523,2888";"2";"0";"0";"527,06175";"2019-10-19";"0"
"345.630";"2019-06-30";"555";"Rio de Janeiro";"Masculino";"33";"1";"560,8469";"2";"0";"0";"744,9922083333";"2019-10-11";"0"
"345.631";"2019-06-30";"684";"Rio de Janeiro";"Masculino";"56";"8";"787,0716";"1";"1";"1";"414,1598333333";"2019-10-12";"0"
"345.632";"2019-06-30";"603";"Minas Gerais";"Masculino";"26";"4";"1.091,6637";"1";"1";"1";"386,836125";"2019-10-13";"0"
"345.633";"2019-06-30";"751";"Minas Gerais";"Feminino";"36";"6";"1.698,3146";"2";"1";"1";"115,6598333333";"2019-10-25";"0"
"345.634";"2019-06-30";"581";"Minas Gerais";"Feminino";"34";"1";"1.016,3304";"1";"1";"0";"460,1312916667";"2019-10-03";"0"
"345.635";"2019-06-30";"735";"Minas Gerais";"Masculino";"43";"10";"1.231,8001";"2";"1";"1";"819,472";"2019-10-21";"0"
"345.636";"2019-06-30";"661";"Minas Gerais";"Feminino";"35";"5";"1.507,2553";"2";"0";"1";"473,5702083333";"2019-10-18";"0"
"345.637";"2019-06-30";"675";"São Paulo";"Feminino";"21";"8";"983,7326";"1";"1";"0";"75,8458333333";"2019-10-06";"0"
"345.638";"2019-06-30";"738";"Minas Gerais";"Masculino";"58";"2";"1.337,4544";"4";"1";"0";"118,2244166667";"2019-09-15";"1"
"345.639";"2019-06-30";"813";"São Paulo";"Masculino";"29";"6";"0";"1";"1";"0";"141,4744583333";"2019-10-28";"0"
"345.640";"2019-06-30";"657";"Rio de Janeiro";"Feminino";"37";"0";"1.636,0718";"1";"0";"1";"184,1814583333";"2019-10-02";"0"
"345.641";"2019-06-30";"604";"Minas Gerais";"Feminino";"25";"5";"1.577,8084";"2";"1";"1";"243,4450416667";"2019-10-05";"0"
"345.642";"2019-06-30";"519";"São Paulo";"Masculino";"36";"9";"0";"2";"0";"1";"606,51";"2019-10-09";"0"
"345.643";"2019-06-30";"735";"São Paulo";"Feminino";"21";"1";"1.787,1819";"2";"1";"0";"93,2833333333";"2019-10-11";"0"
"345.644";"2019-06-30";"664";"São Paulo";"Masculino";"55";"8";"0";"2";"1";"1";"579,8401666667";"2019-10-27";"0"
"345.645";"2019-06-30";"678";"São Paulo";"Feminino";"32";"9";"0";"1";"1";"1";"617,5443333333";"2019-10-14";"0"
"345.646";"2019-06-30";"757";"Rio de Janeiro";"Masculino";"33";"5";"772,5322";"1";"0";"1";"809,3317916667";"2019-10-03";"0"
"345.647";"2019-06-30";"416";"Minas Gerais";"Feminino";"41";"10";"1.221,8966";"2";"1";"0";"409,5900416667";"2019-10-28";"0"
"345.648";"2019-06-30";"665";"São Paulo";"Feminino";"34";"1";"966,4554";"2";"0";"0";"714,2235833333";"2019-10-20";"0"
"345.649";"2019-06-30";"777";"São Paulo";"Feminino";"32";"2";"0";"1";"1";"0";"568,5757916667";"2019-08-08";"1"
"345.650";"2019-06-30";"543";"São Paulo";"Feminino";"36";"3";"0";"2";"0";"0";"108,4149583333";"2019-10-28";"0"
"345.651";"2019-06-30";"506";"São Paulo";"Feminino";"34";"4";"903,0762";"1";"1";"1";"663,480375";"2019-10-13";"0"
"345.652";"2019-06-30";"493";"São Paulo";"Feminino";"46";"4";"0";"2";"1";"0";"7,9485833333";"2019-10-20";"0"
"345.653";"2019-06-30";"652";"Rio de Janeiro";"Feminino";"75";"10";"0";"2";"1";"1";"477,815625";"2019-10-14";"0"
"345.654";"2019-06-30";"750";"Rio de Janeiro";"Masculino";"22";"3";"1.216,8182";"1";"1";"0";"536,0139583333";"2019-08-17";"1"
"345.655";"2019-06-30";"729";"São Paulo";"Masculino";"30";"9";"0";"2";"1";"0";"632,7889583333";"2019-10-20";"0"
"345.656";"2019-06-30";"646";"São Paulo";"Feminino";"46";"4";"0";"3";"1";"0";"388,5475833333";"2019-07-24";"1"
"345.657";"2019-06-30";"635";"Minas Gerais";"Feminino";"28";"3";"816,2367";"2";"1";"1";"653,2973333333";"2019-10-17";"0"
"345.658";"2019-06-30";"647";"Rio de Janeiro";"Feminino";"44";"5";"0";"3";"1";"1";"725,8550833333";"2019-07-26";"1"
"345.659";"2019-06-30";"808";"São Paulo";"Masculino";"45";"7";"1.186,2655";"2";"1";"0";"613,0519166667";"2019-10-18";"0"
"345.660";"2019-06-30";"524";"São Paulo";"Feminino";"36";"10";"0";"2";"1";"0";"456,727375";"2019-10-11";"0"
"345.661";"2019-06-30";"769";"São Paulo";"Masculino";"29";"8";"0";"2";"1";"1";"717,8775416667";"2019-10-03";"0"
"345.662";"2019-06-30";"730";"Rio de Janeiro";"Masculino";"42";"4";"0";"2";"0";"1";"358,2602916667";"2019-10-10";"0"
"345.663";"2019-06-30";"515";"Rio de Janeiro";"Masculino";"35";"10";"1.762,7395";"1";"0";"1";"505,3240833333";"2019-10-17";"0"
"345.664";"2019-06-30";"773";"Rio de Janeiro";"Masculino";"41";"9";"1.028,2744";"1";"0";"1";"269,146875";"2019-10-24";"0"
"345.665";"2019-06-30";"814";"Minas Gerais";"Masculino";"29";"8";"970,864";"2";"1";"1";"821,983875";"2019-10-04";"0"
"345.666";"2019-06-30";"710";"Rio de Janeiro";"Masculino";"22";"8";"0";"2";"0";"0";"415,1876666667";"2019-10-02";"0"
"345.667";"2019-06-30";"413";"São Paulo";"Masculino";"34";"9";"0";"2";"0";"0";"27,22575";"2019-10-07";"0"
"345.668";"2019-06-30";"665";"São Paulo";"Feminino";"40";"6";"0";"1";"1";"1";"674,3667916667";"2019-10-14";"0"
"345.669";"2019-06-30";"623";"São Paulo";"Feminino";"44";"6";"0";"2";"0";"0";"696,510125";"2019-10-16";"0"
"345.670";"2019-06-30";"738";"São Paulo";"Masculino";"31";"9";"826,7415";"1";"1";"0";"174,878";"2019-10-23";"0"
"345.671";"2019-06-30";"528";"Rio de Janeiro";"Masculino";"36";"7";"0";"2";"1";"0";"252,2356666667";"2019-10-10";"0"
"345.672";"2019-06-30";"670";"Rio de Janeiro";"Feminino";"65";"1";"0";"1";"1";"1";"740,232";"2019-08-26";"1"
"345.673";"2019-06-30";"622";"Rio de Janeiro";"Feminino";"46";"4";"1.070,7327";"2";"1";"1";"129,1024583333";"2019-08-19";"1"
"345.674";"2019-06-30";"582";"Minas Gerais";"Masculino";"32";"1";"889,3862";"1";"1";"1";"41,893875";"2019-10-28";"0"
"345.675";"2019-06-30";"785";"Minas Gerais";"Feminino";"36";"2";"998,0685";"1";"0";"1";"154,0688333333";"2019-10-28";"0"
"345.676";"2019-06-30";"605";"Rio de Janeiro";"Masculino";"33";"5";"1.500,928";"1";"0";"0";"299,4282916667";"2019-10-15";"0"
"345.677";"2019-06-30";"479";"Minas Gerais";"Masculino";"35";"9";"928,3389";"1";"1";"0";"414,3744166667";"2019-07-16";"1"
"345.678";"2019-06-30";"685";"Minas Gerais";"Masculino";"30";"3";"905,3681";"1";"0";"1";"262,8453333333";"2019-10-14";"0"
"345.679";"2019-06-30";"538";"Minas Gerais";"Masculino";"39";"7";"1.080,551";"2";"1";"0";"113,4635833333";"2019-10-06";"0"
"345.680";"2019-06-30";"562";"São Paulo";"Masculino";"42";"2";"1.002,3835";"1";"0";"0";"361,655875";"2019-10-29";"0"
"345.681";"2019-06-30";"675";"Rio de Janeiro";"Masculino";"36";"9";"1.061,9055";"1";"0";"1";"95,8096666667";"2019-10-12";"0"
"345.682";"2019-06-30";"721";"Minas Gerais";"Masculino";"28";"9";"1.544,7554";"2";"0";"1";"422,08725";"2019-07-30";"1"
"345.683";"2019-06-30";"628";"Minas Gerais";"Feminino";"30";"9";"1.323,5129";"2";"1";"1";"309,0380416667";"2019-10-23";"0"
"345.684";"2019-06-30";"668";"Minas Gerais";"Feminino";"37";"6";"1.678,644";"1";"1";"0";"481,8262083333";"2019-10-25";"0"
"345.685";"2019-06-30";"506";"São Paulo";"Feminino";"41";"1";"0";"2";"1";"0";"132,3595833333";"2019-10-09";"0"
"345.686";"2019-06-30";"524";"Minas Gerais";"Feminino";"31";"8";"1.078,1863";"1";"1";"0";"832,189125";"2019-09-26";"1"
"345.687";"2019-06-30";"699";"Minas Gerais";"Masculino";"34";"4";"1.851,7381";"2";"1";"0";"503,477";"2019-10-29";"0"
"345.688";"2019-06-30";"828";"São Paulo";"Masculino";"34";"8";"1.294,3334";"2";"0";"0";"158,882375";"2019-10-24";"0"
"345.689";"2019-06-30";"674";"Rio de Janeiro";"Masculino";"39";"6";"1.201,9342";"1";"0";"0";"417,2122916667";"2019-10-29";"0"
"345.690";"2019-06-30";"656";"São Paulo";"Feminino";"39";"6";"0";"2";"1";"0";"587,7911666667";"2019-10-17";"0"
"345.691";"2019-06-30";"684";"Minas Gerais";"Feminino";"48";"10";"1.263,8442";"1";"1";"1";"825,539";"2019-10-25";"0"
"345.692";"2019-06-30";"625";"São Paulo";"Feminino";"28";"3";"0";"1";"0";"0";"765,193375";"2019-10-07";"0"
"345.693";"2019-06-30";"432";"São Paulo";"Masculino";"42";"9";"1.526,0345";"1";"1";"0";"459,4385";"2019-07-04";"1"
"345.694";"2019-06-30";"549";"São Paulo";"Feminino";"52";"1";"0";"1";"0";"1";"35,9835416667";"2019-07-22";"1"
"345.695";"2019-06-30";"625";"Minas Gerais";"Masculino";"56";"0";"1.485,0724";"1";"1";"0";"195,1003333333";"2019-09-24";"1"
"345.696";"2019-06-30";"828";"São Paulo";"Feminino";"41";"7";"0";"2";"1";"0";"714,0782083333";"2019-10-04";"0"
"345.697";"2019-06-30";"770";"São Paulo";"Masculino";"24";"9";"1.018,2707";"1";"1";"0";"696,9014583333";"2019-10-18";"0"
"345.698";"2019-06-30";"758";"São Paulo";"Feminino";"34";"3";"0";"2";"1";"1";"517,609";"2019-10-26";"0"
"345.699";"2019-06-30";"795";"Minas Gerais";"Feminino";"33";"9";"1.308,6243";"1";"1";"1";"478,8967083333";"2019-10-01";"0"
"345.700";"2019-06-30";"687";"São Paulo";"Masculino";"38";"9";"1.225,7087";"1";"1";"1";"148,3703333333";"2019-10-19";"0"
"345.701";"2019-06-30";"686";"São Paulo";"Masculino";"25";"1";"0";"2";"0";"1";"68,5807083333";"2019-10-15";"0"
"345.702";"2019-06-30";"789";"Minas Gerais";"Masculino";"39";"7";"1.248,2846";"2";"1";"1";"518,3795";"2019-10-17";"0"
"345.703";"2019-06-30";"589";"Minas Gerais";"Feminino";"50";"5";"1.448,9505";"2";"1";"1";"145,5884583333";"2019-10-14";"0"
"345.704";"2019-06-30";"461";"Minas Gerais";"Feminino";"34";"5";"636,6393";"1";"0";"1";"699,1011666667";"2019-10-28";"0"
"345.705";"2019-06-30";"637";"São Paulo";"Masculino";"40";"2";"1.334,631";"1";"0";"1";"388,1889166667";"2019-10-13";"0"
"345.706";"2019-06-30";"584";"Rio de Janeiro";"Feminino";"48";"2";"2.131,462";"1";"1";"0";"313,171875";"2019-07-04";"1"
"345.707";"2019-06-30";"579";"Rio de Janeiro";"Feminino";"35";"1";"1.294,9036";"2";"0";"1";"35,795125";"2019-08-18";"1"
"345.708";"2019-06-30";"756";"Minas Gerais";"Masculino";"44";"10";"1.374,5209";"1";"1";"0";"789,76625";"2019-10-13";"0"
"345.709";"2019-06-30";"663";"São Paulo";"Masculino";"34";"7";"0";"2";"1";"1";"751,7801666667";"2019-10-10";"0"
"345.710";"2019-06-30";"682";"São Paulo";"Feminino";"43";"5";"1.258,5193";"1";"1";"1";"805,4930416667";"2019-10-23";"0"
"345.711";"2019-06-30";"793";"Rio de Janeiro";"Masculino";"52";"2";"0";"1";"1";"0";"663,0159166667";"2019-07-12";"1"
"345.712";"2019-06-30";"691";"São Paulo";"Feminino";"31";"5";"409,1555";"1";"1";"0";"525,891";"2019-07-19";"1"
"345.713";"2019-06-30";"485";"Rio de Janeiro";"Feminino";"21";"5";"1.131,5722";"1";"1";"1";"225,5895833333";"2019-10-29";"0"
"345.714";"2019-06-30";"635";"Rio de Janeiro";"Feminino";"29";"8";"1.382,9694";"2";"1";"0";"587,814625";"2019-10-19";"0"
"345.715";"2019-06-30";"650";"São Paulo";"Masculino";"37";"5";"1.069,6718";"1";"0";"0";"102,062625";"2019-10-26";"0"
"345.716";"2019-06-30";"735";"São Paulo";"Masculino";"44";"9";"1.206,8163";"1";"1";"0";"311,8180833333";"2019-10-16";"0"
"345.717";"2019-06-30";"416";"São Paulo";"Masculino";"32";"0";"0";"2";"0";"1";"3,6619583333";"2019-10-23";"0"
"345.718";"2019-06-30";"754";"Rio de Janeiro";"Feminino";"32";"7";"0";"2";"1";"0";"373,003125";"2019-10-27";"0"
"345.719";"2019-06-30";"535";"São Paulo";"Feminino";"48";"9";"0";"1";"1";"0";"624,5532916667";"2019-08-08";"1"
"345.720";"2019-06-30";"716";"Rio de Janeiro";"Masculino";"42";"8";"0";"2";"1";"0";"753,3350833333";"2019-10-20";"0"
"345.721";"2019-06-30";"539";"São Paulo";"Masculino";"37";"2";"1.276,0959";"1";"1";"0";"411,0259166667";"2019-10-17";"0"
"345.722";"2019-06-30";"614";"São Paulo";"Feminino";"43";"6";"0";"2";"1";"1";"454,3397083333";"2019-10-03";"0"
"345.723";"2019-06-30";"706";"Rio de Janeiro";"Masculino";"57";"7";"0";"1";"1";"0";"74,7548333333";"2019-08-28";"1"
"345.724";"2019-06-30";"758";"São Paulo";"Feminino";"33";"7";"0";"2";"0";"0";"345,818625";"2019-10-18";"0"
"345.725";"2019-06-30";"586";"Rio de Janeiro";"Feminino";"28";"2";"0";"2";"1";"1";"383,6139583333";"2019-10-02";"0"
"345.726";"2019-06-30";"646";"São Paulo";"Feminino";"73";"6";"972,5925";"1";"0";"1";"436,3319166667";"2019-10-22";"0"
"345.727";"2019-06-30";"631";"Minas Gerais";"Feminino";"33";"4";"1.232,467";"1";"0";"0";"469,5315416667";"2019-10-30";"0"
"345.728";"2019-06-30";"717";"Rio de Janeiro";"Feminino";"22";"6";"1.010,6025";"1";"0";"1";"352,9148333333";"2019-10-12";"0"
"345.729";"2019-06-30";"684";"São Paulo";"Masculino";"30";"2";"0";"2";"1";"0";"347,8075833333";"2019-10-07";"0"
"345.730";"2019-06-30";"800";"São Paulo";"Feminino";"49";"7";"1.080,0736";"1";"0";"0";"196,354625";"2019-10-24";"0"
"345.731";"2019-06-30";"721";"Rio de Janeiro";"Feminino";"36";"2";"0";"2";"1";"1";"445,7408333333";"2019-10-14";"0"
"345.732";"2019-06-30";"683";"Rio de Janeiro";"Masculino";"29";"0";"1.337,0289";"1";"1";"0";"231,5939166667";"2019-08-06";"1"
"345.733";"2019-06-30";"660";"Minas Gerais";"Masculino";"31";"9";"1.251,8975";"2";"1";"1";"582,810125";"2019-10-12";"0"
"345.734";"2019-06-30";"704";"Minas Gerais";"Feminino";"24";"7";"1.130,3422";"1";"1";"0";"677,0978333333";"2019-08-04";"1"
"345.735";"2019-06-30";"615";"Rio de Janeiro";"Feminino";"41";"9";"1.090,1323";"1";"1";"0";"818,7498333333";"2019-10-04";"0"
"345.736";"2019-06-30";"667";"Rio de Janeiro";"Feminino";"39";"2";"0";"2";"1";"0";"169,6718333333";"2019-08-09";"1"
"345.737";"2019-06-30";"682";"Minas Gerais";"Masculino";"24";"9";"579,2981";"2";"0";"0";"221,3929166667";"2019-10-09";"0"
"345.738";"2019-06-30";"484";"São Paulo";"Feminino";"29";"4";"1.301,1439";"1";"1";"0";"683,407875";"2019-10-01";"0"
"345.739";"2019-06-30";"628";"Minas Gerais";"Masculino";"27";"5";"958,2649";"2";"1";"0";"649,9873333333";"2019-10-10";"0"
"345.740";"2019-06-30";"480";"Minas Gerais";"Masculino";"44";"10";"1.296,0857";"1";"1";"0";"22,8029166667";"2019-07-11";"1"
"345.741";"2019-06-30";"578";"São Paulo";"Masculino";"30";"4";"1.694,6209";"1";"1";"0";"467,4462916667";"2019-10-22";"0"
"345.742";"2019-06-30";"512";"São Paulo";"Masculino";"40";"5";"0";"2";"1";"1";"610,2409583333";"2019-10-29";"0"
"345.743";"2019-06-30";"484";"Rio de Janeiro";"Feminino";"35";"7";"1.338,6821";"1";"1";"1";"113,6920833333";"2019-10-20";"0"
"345.744";"2019-06-30";"510";"São Paulo";"Feminino";"30";"0";"0";"2";"1";"1";"543,9727916667";"2019-10-27";"0"
"345.745";"2019-06-30";"606";"Minas Gerais";"Masculino";"36";"5";"1.904,7948";"2";"0";"0";"747,2995416667";"2019-10-21";"0"
"345.746";"2019-06-30";"597";"Rio de Janeiro";"Feminino";"40";"8";"1.019,9312";"1";"0";"1";"394,8921666667";"2019-10-24";"0"
"345.747";"2019-06-30";"754";"Minas Gerais";"Feminino";"55";"3";"1.616,0881";"1";"1";"0";"33,6702083333";"2019-09-14";"1"
"345.748";"2019-06-30";"850";"Rio de Janeiro";"Feminino";"45";"2";"1.223,1121";"1";"1";"1";"81,1770833333";"2019-10-16";"0"
"345.749";"2019-06-30";"510";"São Paulo";"Masculino";"65";"2";"0";"2";"1";"1";"200,298375";"2019-10-29";"0"
"345.750";"2019-06-30";"778";"Minas Gerais";"Feminino";"45";"1";"1.621,5042";"2";"1";"0";"727,213625";"2019-10-17";"0"
"345.751";"2019-06-30";"636";"São Paulo";"Masculino";"42";"2";"0";"2";"1";"1";"231,12825";"2019-10-08";"0"
"345.752";"2019-06-30";"804";"São Paulo";"Feminino";"50";"4";"0";"1";"1";"1";"35,6119583333";"2019-08-18";"1"
"345.753";"2019-06-30";"514";"São Paulo";"Masculino";"32";"8";"0";"2";"1";"0";"399,4049166667";"2019-10-27";"0"
"345.754";"2019-06-30";"730";"São Paulo";"Feminino";"39";"1";"990,1067";"1";"1";"0";"812,2741666667";"2019-10-21";"0"
"345.755";"2019-06-30";"525";"Rio de Janeiro";"Feminino";"37";"0";"0";"1";"0";"1";"548,0071666667";"2019-10-08";"0"
"345.756";"2019-06-30";"616";"Rio de Janeiro";"Masculino";"30";"5";"0";"2";"0";"1";"817,1187916667";"2019-10-10";"0"
"345.757";"2019-06-30";"687";"Minas Gerais";"Feminino";"34";"7";"1.113,8818";"2";"1";"0";"619,0198333333";"2019-10-01";"0"
"345.758";"2019-06-30";"715";"São Paulo";"Feminino";"41";"8";"562,1485";"2";"0";"0";"387,4275416667";"2019-07-02";"1"
"345.759";"2019-06-30";"512";"São Paulo";"Feminino";"36";"3";"843,2777";"2";"1";"0";"73,6473333333";"2019-10-01";"0"
"345.760";"2019-06-30";"479";"São Paulo";"Masculino";"40";"1";"0";"2";"0";"0";"479,1517916667";"2019-10-14";"0"
"345.761";"2019-06-30";"601";"São Paulo";"Masculino";"32";"8";"930,1289";"1";"1";"0";"362,3225833333";"2019-10-03";"0"
